id,年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
407,2024,1,15,月,そらまめ,35400,鹿児島,46,8849,580,,
408,2024,1,15,月,えだまめ,35500,,,324,2234,132.8,89
409,2024,1,15,月,えだまめ,35500,静　岡,22,159,2425,,
410,2024,1,15,月,えだまめ,35500,沖　縄,47,114,2592,,
411,2024,1,15,月,かんしょ,36100,,,464264,254,104,96.6
412,2024,1,15,月,かんしょ,36100,茨　城,8,201758,230,,
413,2024,1,15,月,かんしょ,36100,千　葉,12,125638,243,,
414,2024,1,15,月,かんしょ,36100,徳　島,36,61545,296,,
415,2024,1,15,月,ばれいしょ,36200,,,1102520,133,110.1,109.9
416,2024,1,15,月,ばれいしょ,36200,北海道,1,681490,115,,
417,2024,1,15,月,ばれいしょ,36200,長　崎,42,312330,159,,
418,2024,1,15,月,さといも,36300,,,77131,375,106.5,110.9
419,2024,1,15,月,さといも,36300,埼　玉,11,33201,377,,
420,2024,1,15,月,さといも,36300,愛　媛,38,22660,336,,
421,2024,1,15,月,さといも,36300,新　潟,15,7092,401,,
422,2024,1,15,月,やまのいも,36500,,,160614,363,143.2,92.4
423,2024,1,15,月,やまのいも,36500,北海道,1,111838,325,,
424,2024,1,15,月,やまのいも,36500,青　森,2,35379,423,,
425,2024,1,15,月,たまねぎ,36610,,,1694682,197,131.4,97.5
426,2024,1,15,月,たまねぎ,36610,北海道,1,1355959,186,,
427,2024,1,15,月,　　うち輸入,36620,,,46111,123,138,112.8
428,2024,1,15,月,にんにく,36700,,,19499,1012,125.7,102.2
429,2024,1,15,月,にんにく,36700,青　森,2,9738,1536,,
430,2024,1,15,月,にんにく,36700,徳　島,36,86,321,,
431,2024,1,15,月,にんにく,36700,千　葉,12,38,887,,
432,2024,1,15,月,　　うち輸入,36701,,,9637,489,131.9,100.6
433,2024,1,15,月,しょうが,37200,,,19284,591,98.5,104.2
434,2024,1,15,月,しょうが,37200,高　知,39,12289,607,,
435,2024,1,15,月,しょうが,37200,長　崎,42,1151,490,,
436,2024,1,15,月,しょうが,37200,熊　本,43,1106,551,,
437,2024,1,15,月,しょうが,37200,千　葉,12,580,557,,
438,2024,1,15,月,しょうが,37200,愛　知,23,157,1650,,
439,2024,1,15,月,　　うち輸入,37201,,,3620,524,118.7,104.8
440,2024,1,15,月,生しいたけ,38100,,,68171,1078,92.5,102.2
441,2024,1,15,月,生しいたけ,38100,徳　島,36,15684,947,,
442,2024,1,15,月,生しいたけ,38100,秋　田,5,11694,1338,,
443,2024,1,15,月,生しいたけ,38100,岩　手,3,4508,1057,,
444,2024,1,15,月,生しいたけ,38100,長　崎,42,4347,1099,,
445,2024,1,15,月,生しいたけ,38100,大　分,44,3191,882,,
446,2024,1,15,月,　　うち輸入,38101,,,1365,782,62.3,102.1
447,2024,1,15,月,なめこ,38300,,,25436,450,102,95.9
448,2024,1,15,月,なめこ,38300,長　野,20,7676,477,,
449,2024,1,15,月,なめこ,38300,山　形,6,3152,482,,
450,2024,1,15,月,なめこ,38300,新　潟,15,2697,223,,
451,2024,1,15,月,なめこ,38300,三　重,24,2608,544,,
452,2024,1,15,月,なめこ,38300,大　分,44,2225,484,,
453,2024,1,15,月,えのきだけ,38400,,,151664,394,101.7,94.9
454,2024,1,15,月,えのきだけ,38400,長　野,20,99100,400,,
455,2024,1,15,月,えのきだけ,38400,新　潟,15,13601,387,,
456,2024,1,15,月,えのきだけ,38400,長　崎,42,8364,394,,
457,2024,1,15,月,えのきだけ,38400,福　岡,40,7994,349,,
458,2024,1,15,月,しめじ,38500,,,81373,521,86.1,95.1
459,2024,1,15,月,しめじ,38500,長　野,20,56005,484,,
460,2024,1,15,月,しめじ,38500,福　岡,40,12666,507,,
461,2024,1,15,月,その他の野菜,39000,,,271440,802,90.3,65.2
462,2024,1,15,月,輸入野菜計,39100,,,251014,267,113,97.8
463,2024,1,15,月,他の輸入野菜,39200,,,46578,481,100,103.2
464,2024,1,22,月,野菜総計,30000,,,13465906,241,97.8,107.1
465,2024,1,22,月,野菜総計,30000,北海道,1,2404333,163,,
466,2024,1,22,月,野菜総計,30000,茨　城,8,1450206,161,,
467,2024,1,22,月,野菜総計,30000,千　葉,12,1134105,169,,
468,2024,1,22,月,野菜総計,30000,愛　知,23,1083263,200,,
469,2024,1,22,月,野菜総計,30000,鹿児島,46,828417,216,,
470,2024,1,22,月,野菜総計,30000,熊　本,43,814557,313,,
471,2024,1,22,月,野菜総計,30000,長　崎,42,804187,155,,
472,2024,1,22,月,だいこん,30100,,,1203507,83,92.7,112.2
473,2024,1,22,月,だいこん,30100,神奈川,14,399803,90,,
474,2024,1,22,月,だいこん,30100,千　葉,12,259527,89,,
475,2024,1,22,月,だいこん,30100,長　崎,42,158149,70,,
476,2024,1,22,月,だいこん,30100,鹿児島,46,105396,59,,
477,2024,1,22,月,だいこん,30100,徳　島,36,77105,77,,
478,2024,1,22,月,かぶ,30200,,,106502,124,92.8,102.5
479,2024,1,22,月,かぶ,30200,千　葉,12,56473,133,,
480,2024,1,22,月,かぶ,30200,福　岡,40,13533,88,,
481,2024,1,22,月,かぶ,30200,埼　玉,11,11458,101,,
482,2024,1,22,月,かぶ,30200,京　都,26,10202,104,,
483,2024,1,22,月,にんじん,30300,,,772388,108,93.7,100
484,2024,1,22,月,にんじん,30300,千　葉,12,313152,114,,
485,2024,1,22,月,にんじん,30300,長　崎,42,171628,97,,
486,2024,1,22,月,にんじん,30300,愛　知,23,108380,105,,
487,2024,1,22,月,にんじん,30300,鹿児島,46,78800,101,,
488,2024,1,22,月,ごぼう,30400,,,80745,323,85.9,94.7
489,2024,1,22,月,ごぼう,30400,青　森,2,45316,275,,
490,2024,1,22,月,ごぼう,30400,北海道,1,9016,157,,
491,2024,1,22,月,ごぼう,30400,熊　本,43,8971,562,,
492,2024,1,22,月,ごぼう,30400,宮　崎,45,5808,583,,
493,2024,1,22,月,たけのこ,30500,,,1605,1684,111,103.8
494,2024,1,22,月,たけのこ,30500,鹿児島,46,487,2416,,
495,2024,1,22,月,たけのこ,30500,熊　本,43,12,1935,,
496,2024,1,22,月,たけのこ,30500,埼　玉,11,6,2520,,
497,2024,1,22,月,たけのこ,30500,京　都,26,4,4698,,
498,2024,1,22,月,れんこん,30600,,,59226,365,65.6,105.8
499,2024,1,22,月,れんこん,30600,茨　城,8,36151,319,,
500,2024,1,22,月,れんこん,30600,佐　賀,41,8766,370,,
501,2024,1,22,月,れんこん,30600,徳　島,36,6868,537,,
502,2024,1,22,月,はくさい,31100,,,1540152,59,92.7,101.7
503,2024,1,22,月,はくさい,31100,茨　城,8,865531,61,,
504,2024,1,22,月,はくさい,31100,鹿児島,46,209677,48,,
505,2024,1,22,月,はくさい,31100,宮　崎,45,108179,45,,
506,2024,1,22,月,はくさい,31100,兵　庫,28,101606,70,,
507,2024,1,22,月,みずな,31300,,,49435,365,103.5,105.5
508,2024,1,22,月,みずな,31300,茨　城,8,31959,362,,
509,2024,1,22,月,みずな,31300,福　岡,40,9840,327,,
510,2024,1,22,月,こまつな,31500,,,118458,356,98.7,105.3
511,2024,1,22,月,こまつな,31500,茨　城,8,57530,357,,
512,2024,1,22,月,こまつな,31500,福　岡,40,26425,345,,
513,2024,1,22,月,こまつな,31500,埼　玉,11,6555,353,,
514,2024,1,22,月,こまつな,31500,岐　阜,21,3510,397,,
515,2024,1,22,月,こまつな,31500,群　馬,10,2647,323,,
516,2024,1,22,月,その他の菜類,31550,,,5378,379,112.9,108.9
517,2024,1,22,月,ちんげんさい,31560,,,35436,327,92.1,108.3
518,2024,1,22,月,ちんげんさい,31560,茨　城,8,14605,342,,
519,2024,1,22,月,ちんげんさい,31560,静　岡,22,8964,338,,
520,2024,1,22,月,ちんげんさい,31560,福　岡,40,3076,330,,
521,2024,1,22,月,ちんげんさい,31560,愛　知,23,2643,235,,
522,2024,1,22,月,キャベツ,31700,,,1405451,89,86.5,103.5
523,2024,1,22,月,キャベツ,31700,愛　知,23,676948,98,,
524,2024,1,22,月,キャベツ,31700,千　葉,12,205535,79,,
525,2024,1,22,月,キャベツ,31700,福　岡,40,85469,76,,
526,2024,1,22,月,キャベツ,31700,神奈川,14,65842,97,,
527,2024,1,22,月,キャベツ,31700,熊　本,43,60763,75,,
528,2024,1,22,月,ほうれんそう,31800,,,164105,529,96.2,103.7
529,2024,1,22,月,ほうれんそう,31800,群　馬,10,42498,551,,
530,2024,1,22,月,ほうれんそう,31800,福　岡,40,42176,507,,
531,2024,1,22,月,ほうれんそう,31800,茨　城,8,37247,527,,
532,2024,1,22,月,ほうれんそう,31800,埼　玉,11,7038,494,,
533,2024,1,22,月,ほうれんそう,31800,千　葉,12,4289,397,,
534,2024,1,22,月,ねぎ,31900,,,428487,364,83.3,101.4
535,2024,1,22,月,ねぎ,31900,千　葉,12,70179,315,,
536,2024,1,22,月,ねぎ,31900,茨　城,8,68172,268,,
537,2024,1,22,月,ねぎ,31900,埼　玉,11,56627,356,,
538,2024,1,22,月,ねぎ,31900,群　馬,10,46690,321,,
539,2024,1,22,月,ねぎ,31900,大　分,44,44135,409,,
540,2024,1,22,月,ふき,32300,,,2982,424,86,97.9
541,2024,1,22,月,ふき,32300,愛　知,23,1996,412,,
542,2024,1,22,月,ふき,32300,福　岡,40,410,404,,
543,2024,1,22,月,うど,32400,,,3764,669,143.9,92.5
544,2024,1,22,月,うど,32400,栃　木,9,2646,645,,
545,2024,1,22,月,うど,32400,青　森,2,466,611,,
546,2024,1,22,月,みつば,32500,,,10426,615,81.7,109.2
547,2024,1,22,月,みつば,32500,千　葉,12,1919,413,,
548,2024,1,22,月,みつば,32500,愛　知,23,1554,599,,
549,2024,1,22,月,みつば,32500,大　分,44,1539,589,,
550,2024,1,22,月,みつば,32500,静　岡,22,1206,618,,
551,2024,1,22,月,みつば,32500,茨　城,8,1073,573,,
552,2024,1,22,月,しゅんぎく,32600,,,23836,661,86.1,107.3
553,2024,1,22,月,しゅんぎく,32600,福　岡,40,6663,513,,
554,2024,1,22,月,しゅんぎく,32600,千　葉,12,4093,799,,
555,2024,1,22,月,しゅんぎく,32600,栃　木,9,1976,876,,
556,2024,1,22,月,しゅんぎく,32600,大　阪,27,1331,503,,
557,2024,1,22,月,しゅんぎく,32600,宮　城,4,1305,699,,
558,2024,1,22,月,にら,32800,,,70105,853,102.7,100.9
559,2024,1,22,月,にら,32800,高　知,39,29598,857,,
560,2024,1,22,月,にら,32800,栃　木,9,13626,851,,
561,2024,1,22,月,にら,32800,宮　崎,45,6184,803,,
562,2024,1,22,月,にら,32800,大　分,44,6140,792,,
563,2024,1,22,月,にら,32800,茨　城,8,5069,810,,
564,2024,1,22,月,セルリー,32900,,,69585,221,105.2,96.9
565,2024,1,22,月,セルリー,32900,静　岡,22,28320,219,,
566,2024,1,22,月,セルリー,32900,福　岡,40,24999,220,,
567,2024,1,22,月,セルリー,32900,愛　知,23,6068,219,,
568,2024,1,22,月,アスパラガス,33100,,,5805,2792,131.5,103.8
569,2024,1,22,月,アスパラガス,33100,佐　賀,41,988,3589,,
570,2024,1,22,月,アスパラガス,33100,群　馬,10,371,3063,,
571,2024,1,22,月,アスパラガス,33100,岩　手,3,293,2795,,
572,2024,1,22,月,アスパラガス,33100,秋　田,5,252,2303,,
573,2024,1,22,月,アスパラガス,33100,北海道,1,117,2496,,
574,2024,1,22,月,　　うち輸入,33101,,,3607,2572,127.2,102.3
575,2024,1,22,月,カリフラワー,33200,,,62733,209,150.1,111.2
576,2024,1,22,月,カリフラワー,33200,福　岡,40,22926,238,,
577,2024,1,22,月,カリフラワー,33200,熊　本,43,21486,182,,
578,2024,1,22,月,カリフラワー,33200,徳　島,36,7538,227,,
579,2024,1,22,月,ブロッコリー,33300,,,321915,347,97.6,98.6
580,2024,1,22,月,ブロッコリー,33300,香　川,37,65606,417,,
581,2024,1,22,月,ブロッコリー,33300,熊　本,43,56858,399,,
582,2024,1,22,月,ブロッコリー,33300,愛　知,23,51469,280,,
583,2024,1,22,月,ブロッコリー,33300,長　崎,42,32670,388,,
584,2024,1,22,月,ブロッコリー,33300,福　岡,40,29689,255,,
585,2024,1,22,月,レタス,33400,,,535401,212,80.3,98.6
586,2024,1,22,月,レタス,33400,長　崎,42,106112,125,,
587,2024,1,22,月,レタス,33400,静　岡,22,89508,228,,
588,2024,1,22,月,レタス,33400,香　川,37,69503,214,,
589,2024,1,22,月,レタス,33400,兵　庫,28,66474,253,,
590,2024,1,22,月,レタス,33400,福　岡,40,64962,256,,
591,2024,1,22,月,パセリ,33600,,,3377,1093,90.4,97.6
592,2024,1,22,月,パセリ,33600,千　葉,12,830,1024,,
593,2024,1,22,月,パセリ,33600,静　岡,22,758,1253,,
594,2024,1,22,月,パセリ,33600,福　岡,40,582,708,,
595,2024,1,22,月,パセリ,33600,香　川,37,396,1056,,
596,2024,1,22,月,パセリ,33600,愛　知,23,300,1519,,
597,2024,1,22,月,きゅうり,34100,,,553446,496,138.3,107.1
598,2024,1,22,月,きゅうり,34100,宮　崎,45,240317,531,,
599,2024,1,22,月,きゅうり,34100,高　知,39,98023,487,,
600,2024,1,22,月,きゅうり,34100,千　葉,12,50526,482,,
601,2024,1,22,月,きゅうり,34100,鹿児島,46,33705,467,,
602,2024,1,22,月,きゅうり,34100,愛　知,23,31129,465,,
603,2024,1,22,月,かぼちゃ,34200,,,212278,240,98.1,108.1
604,2024,1,22,月,かぼちゃ,34200,鹿児島,46,42370,352,,
605,2024,1,22,月,かぼちゃ,34200,宮　崎,45,17680,510,,
606,2024,1,22,月,かぼちゃ,34200,沖　縄,47,4033,252,,
607,2024,1,22,月,かぼちゃ,34200,熊　本,43,1540,381,,
608,2024,1,22,月,かぼちゃ,34200,高　知,39,276,585,,
609,2024,1,22,月,　　うち輸入,34201,,,145867,171,89.8,100
610,2024,1,22,月,なす,34300,,,224467,472,134.8,100.4
611,2024,1,22,月,なす,34300,高　知,39,105278,460,,
612,2024,1,22,月,なす,34300,熊　本,43,57124,481,,
613,2024,1,22,月,なす,34300,福　岡,40,37388,504,,
614,2024,1,22,月,トマト,34400,,,533222,335,134.9,101.2
615,2024,1,22,月,トマト,34400,熊　本,43,304026,305,,
616,2024,1,22,月,トマト,34400,栃　木,9,66323,296,,
617,2024,1,22,月,トマト,34400,愛　知,23,59454,418,,
618,2024,1,22,月,ミニトマト,34450,,,269697,457,131.6,98.3
619,2024,1,22,月,ミニトマト,34450,熊　本,43,172802,400,,
620,2024,1,22,月,ミニトマト,34450,愛　知,23,28713,615,,
621,2024,1,22,月,ミニトマト,34450,宮　崎,45,23228,438,,
622,2024,1,22,月,ピーマン,34500,,,242842,679,124.5,101.5
623,2024,1,22,月,ピーマン,34500,宮　崎,45,100626,711,,
624,2024,1,22,月,ピーマン,34500,鹿児島,46,61605,661,,
625,2024,1,22,月,ピーマン,34500,高　知,39,42912,651,,
626,2024,1,22,月,ししとうがらし,34600,,,6225,2129,108.1,105.9
627,2024,1,22,月,ししとうがらし,34600,高　知,39,5151,2233,,
628,2024,1,22,月,スイートコーン,34700,,,94,256,－,－
629,2024,1,22,月,スイートコーン,34700,沖　縄,47,94,256,,
630,2024,1,22,月,さやいんげん,35100,,,22179,922,126,95.1
631,2024,1,22,月,さやいんげん,35100,沖　縄,47,14884,872,,
632,2024,1,22,月,さやいんげん,35100,鹿児島,46,2516,1222,,
633,2024,1,22,月,さやいんげん,35100,高　知,39,1324,1404,,
634,2024,1,22,月,さやえんどう,35200,,,44091,934,116,102.8
635,2024,1,22,月,さやえんどう,35200,鹿児島,46,25243,889,,
636,2024,1,22,月,さやえんどう,35200,熊　本,43,5322,972,,
637,2024,1,22,月,さやえんどう,35200,愛　知,23,5209,1069,,
638,2024,1,22,月,　　うち輸入,35201,,,340,263,101.2,136.3
639,2024,1,22,月,実えんどう,35300,,,8203,732,123.4,105.5
640,2024,1,22,月,実えんどう,35300,鹿児島,46,4837,583,,
641,2024,1,22,月,実えんどう,35300,和歌山,30,3360,948,,
642,2024,1,22,月,そらまめ,35400,,,8193,669,98.2,104.2
643,2024,1,22,月,そらまめ,35400,鹿児島,46,8193,669,,
644,2024,1,22,月,えだまめ,35500,,,260,2287,77.8,103.7
645,2024,1,22,月,えだまめ,35500,静　岡,22,164,2262,,
646,2024,1,22,月,えだまめ,35500,沖　縄,47,96,2329,,
647,2024,1,22,月,かんしょ,36100,,,432281,245,96.8,99.6
648,2024,1,22,月,かんしょ,36100,茨　城,8,193075,225,,
649,2024,1,22,月,かんしょ,36100,千　葉,12,111780,235,,
650,2024,1,22,月,かんしょ,36100,徳　島,36,57975,285,,
651,2024,1,22,月,ばれいしょ,36200,,,1271889,125,121.1,97.7
652,2024,1,22,月,ばれいしょ,36200,北海道,1,823337,101,,
653,2024,1,22,月,ばれいしょ,36200,長　崎,42,269161,159,,
654,2024,1,22,月,さといも,36300,,,55004,368,83.6,112.2
655,2024,1,22,月,さといも,36300,埼　玉,11,18848,337,,
656,2024,1,22,月,さといも,36300,愛　媛,38,17781,349,,
657,2024,1,22,月,さといも,36300,新　潟,15,7313,414,,
658,2024,1,22,月,さといも,36300,静　岡,22,2138,767,,
659,2024,1,22,月,やまのいも,36500,,,169227,348,145.1,101.8
660,2024,1,22,月,やまのいも,36500,北海道,1,108413,313,,
661,2024,1,22,月,やまのいも,36500,青　森,2,43562,415,,
662,2024,1,22,月,たまねぎ,36610,,,1707869,194,89.3,103.2
663,2024,1,22,月,たまねぎ,36610,北海道,1,1386661,185,,
664,2024,1,22,月,　　うち輸入,36620,,,43623,125,122.2,100.8
665,2024,1,22,月,にんにく,36700,,,22974,1120,109.7,104.3
666,2024,1,22,月,にんにく,36700,青　森,2,15910,1378,,
667,2024,1,22,月,にんにく,36700,北海道,1,55,756,,
668,2024,1,22,月,にんにく,36700,千　葉,12,34,867,,
669,2024,1,22,月,にんにく,36700,佐　賀,41,25,1512,,
670,2024,1,22,月,にんにく,36700,兵　庫,28,17,2440,,
671,2024,1,22,月,　　うち輸入,36701,,,6932,528,81.2,110.5
672,2024,1,22,月,しょうが,37200,,,19182,590,91.6,101.7
673,2024,1,22,月,しょうが,37200,高　知,39,11561,609,,
674,2024,1,22,月,しょうが,37200,熊　本,43,1506,545,,
675,2024,1,22,月,しょうが,37200,長　崎,42,961,478,,
676,2024,1,22,月,しょうが,37200,千　葉,12,605,564,,
677,2024,1,22,月,しょうが,37200,宮　崎,45,237,1291,,
678,2024,1,22,月,　　うち輸入,37201,,,3788,515,119,101.6
679,2024,1,22,月,生しいたけ,38100,,,71332,1078,96.5,100.7
680,2024,1,22,月,生しいたけ,38100,徳　島,36,13609,1005,,
681,2024,1,22,月,生しいたけ,38100,秋　田,5,11574,1300,,
682,2024,1,22,月,生しいたけ,38100,岩　手,3,5417,1010,,
683,2024,1,22,月,生しいたけ,38100,長　崎,42,5245,1084,,
684,2024,1,22,月,生しいたけ,38100,千　葉,12,4081,687,,
685,2024,1,22,月,　　うち輸入,38101,,,1694,786,87.5,101.3
686,2024,1,22,月,なめこ,38300,,,24661,468,92.8,104.2
687,2024,1,22,月,なめこ,38300,長　野,20,8062,476,,
688,2024,1,22,月,なめこ,38300,山　形,6,2815,475,,
689,2024,1,22,月,なめこ,38300,三　重,24,2611,550,,
690,2024,1,22,月,なめこ,38300,大　分,44,2217,482,,
691,2024,1,22,月,なめこ,38300,宮　城,4,2032,477,,
692,2024,1,22,月,えのきだけ,38400,,,158073,368,95.6,96.3
693,2024,1,22,月,えのきだけ,38400,長　野,20,109852,370,,
694,2024,1,22,月,えのきだけ,38400,新　潟,15,13559,367,,
695,2024,1,22,月,えのきだけ,38400,長　崎,42,7410,358,,
696,2024,1,22,月,しめじ,38500,,,93173,502,94.3,96.4
697,2024,1,22,月,しめじ,38500,長　野,20,61594,465,,
698,2024,1,22,月,しめじ,38500,福　岡,40,17027,471,,
699,2024,1,22,月,その他の野菜,39000,,,234298,894,82.7,110.9
700,2024,1,22,月,輸入野菜計,39100,,,252081,281,88.8,104.9
701,2024,1,22,月,他の輸入野菜,39200,,,46235,523,67.1,122.8
702,2024,1,29,月,野菜総計,30000,,,14582299,227,108.8,100.9
703,2024,1,29,月,野菜総計,30000,北海道,1,2593431,152,,
704,2024,1,29,月,野菜総計,30000,茨　城,8,1497923,160,,
705,2024,1,29,月,野菜総計,30000,愛　知,23,1392581,166,,
706,2024,1,29,月,野菜総計,30000,千　葉,12,1288469,160,,
707,2024,1,29,月,野菜総計,30000,鹿児島,46,866209,211,,
708,2024,1,29,月,野菜総計,30000,熊　本,43,749336,334,,
709,2024,1,29,月,野菜総計,30000,長　崎,42,663775,162,,
710,2024,1,29,月,だいこん,30100,,,1172512,84,86.2,102.4
711,2024,1,29,月,だいこん,30100,神奈川,14,401459,92,,
712,2024,1,29,月,だいこん,30100,千　葉,12,251105,90,,
713,2024,1,29,月,だいこん,30100,長　崎,42,138384,71,,
714,2024,1,29,月,だいこん,30100,鹿児島,46,88763,58,,
715,2024,1,29,月,だいこん,30100,福　岡,40,74125,57,,
716,2024,1,29,月,かぶ,30200,,,112619,123,98.3,99.2
717,2024,1,29,月,かぶ,30200,千　葉,12,54842,135,,
718,2024,1,29,月,かぶ,30200,福　岡,40,19422,78,,
719,2024,1,29,月,かぶ,30200,京　都,26,9957,111,,
720,2024,1,29,月,かぶ,30200,徳　島,36,9014,155,,
721,2024,1,29,月,にんじん,30300,,,827564,109,109.1,98.2
722,2024,1,29,月,にんじん,30300,千　葉,12,334503,112,,
